image_path,dist_0_19_raw,dist_4_17_raw,dist_20_21_raw,dist_0_8_raw,dist_21_22_raw,dist_0_19_norm,dist_4_17_norm,dist_20_21_norm,dist_0_8_norm,dist_21_22_norm,curvature_angle_deg,arc_length_raw,arc_length_norm,chord_arc_ratio
0001_L.jpg,356.7239829335841,572.734668061922,310.9292524031793,431.45915218013397,128.84486796143648,1.0,1.6055401247539762,0.8716241892294329,1.2095041904162196,0.361189250304556,42.87759240035668,1329.070136529947,3.725766138850824,0.2684011724655483
0001_R.jpg,400.20994490392167,590.5903825833942,369.2004875403065,399.7161492859652,141.1736519326464,1.0,1.4757014164782365,0.9225170244805895,0.9987661585519194,0.35274898520209924,50.523884153791904,1190.3435982370695,2.974297898876139,0.3362138003654098
0002_L.jpg,360.30265055922087,613.1769728226917,328.7324139782994,456.23239692069217,112.16059914247963,1.0,1.7018386400182959,0.9123785613791024,1.2662476843081227,0.3112955149466613,41.86678592181314,1354.2834818046144,3.7587386040670236,0.26604669952786336
0002_R.jpg,421.16505078175703,602.9568807137041,345.30131769224397,319.7811751807789,120.93386622447825,1.0,1.4316403500112584,0.8198717273698363,0.7592775672796409,0.2871412668263987,53.86319358140585,1190.8721404929506,2.827566385868155,0.35366101570519537
0003_L.jpg,455.80368581221455,618.2442882874051,376.64970463283254,425.47032799009617,116.46887996370532,1.0,1.3563828190325649,0.8263419457911263,0.9334508281387278,0.25552421708956746,55.61193494872108,1240.193677265333,2.7208943584020893,0.3675262131776678
0004_L.jpg,388.3632320392856,585.328967333755,350.63371201297804,392.23717314910374,153.7693077307692,1.0,1.5071688539108279,0.9028499175161593,1.0099750460142072,0.39594198174562106,47.36471633472702,1243.7054246383834,3.2024283506647047,0.3122630362026483
0004_R.jpg,441.7623795662098,590.3329568980542,373.45013053954074,442.04072210600685,148.27339613025663,1.0,1.336313330885563,0.8453642677908686,1.0006300729819284,0.33564061357115615,50.0448014364078,1247.178687967984,2.8231889940303554,0.3542093717829391
0005_R.jpg,374.03876804416944,589.0543268663765,348.28293096274473,367.03405836516043,136.12494260788506,1.0,1.5748483237352988,0.9311412632008689,0.9812727709599829,0.36393271029010116,51.11013546784147,1221.7758533001077,3.2664417640147683,0.30614352627273067
0006_L.jpg,472.64786046273395,616.1371600544801,348.5799764759875,308.3261260418909,117.38824472663352,1.0,1.303586055485931,0.7375046110115024,0.6523379281565604,0.24836300879836318,66.6427544196962,1131.5525101957628,2.3940709455194504,0.4176985656467362
0006_R.jpg,452.9514322750288,607.8453750749445,329.8787656094281,299.5413160150032,108.72442227944924,1.0,1.3419658969217372,0.7282872778490921,0.6613100095754281,0.24003549725709347,63.35569467562532,1103.6621016731551,2.4366014169108965,0.4104077068410278
0007_L.jpg,464.3619278106249,614.00325732035,347.8174808717929,342.21192264443386,122.65398485169571,1.0,1.3222515037252398,0.7490223897374272,0.7369508612773139,0.2641344552728194,64.92106947478796,1148.4487138723375,2.473175867985231,0.4043384107635857
0008_L.jpg,418.5235955116509,612.6573267333052,389.7909696234637,409.0672316380279,205.71825392998065,1.0,1.46385373083762,0.9313476559115832,0.9774054223584158,0.4915332280811724,51.055078961101735,1241.8088728643452,2.9671179502943352,0.3370273837279711
0008_R.jpg,424.2381406710151,643.8276166801172,428.4016806689722,434.8850422812907,180.24705268048075,1.0,1.5176089911712762,1.0098141576600623,1.025096521480684,0.4248723426785366,50.39320511123012,1309.2896374874,3.0862138784044824,0.3240216133422944
0009_L.jpg,404.18312681258726,593.8770916612292,372.3237838226293,380.0763081277232,148.71785366928881,1.0,1.4693267785436273,0.9211759698105098,0.9403566920891234,0.3679467147530053,51.3046728293645,1229.120882506995,3.0409999848334026,0.32883919927240113
0009_R.jpg,417.3823187438586,598.8363716408682,368.89293839812115,336.04761567373157,162.82813024781683,1.0,1.4347430275511148,0.883825025239043,0.8051314120950079,0.3901174605044591,53.07078060323975,1220.8438965259388,2.925001471552878,0.34188016988213743
0010_L.jpg,480.54240187521435,595.5518449303974,371.35562470494506,364.3871567440323,145.0,1.0,1.2393325596375744,0.7727843021881292,0.758283047077821,0.30174236328400655,59.48662387103071,1219.8874169530943,2.538563531943786,0.39392356638570986
0010_R.jpg,490.16323811563024,584.7845757199825,353.42467372836325,336.7194678066595,119.50732195141852,1.0,1.1930404613126677,0.7210346395765197,0.6869537362718885,0.24381127073268308,59.667765784069175,1176.37723902217,2.3999703518048427,0.41667181398635733
0011_L.jpg,410.6446152088202,615.5647813187496,371.87766805765574,383.4709897762802,182.70194306574848,1.0,1.4990207067630092,0.9055948971071963,0.9338269042716615,0.4449149856082765,53.64044885820507,1224.9472609141917,2.9829862989711526,0.33523452667043935
0011_R.jpg,417.6338108917907,605.2652311177308,400.4647300324961,374.4288984573707,175.72706109191037,1.0,1.4492725812244056,0.9588896291163956,0.8965483365866312,0.42076828194698396,55.796369779334974,1170.9758671711104,2.8038339728066495,0.35665449869665283
0012_L.jpg,442.3855784267837,583.6797066885227,416.5573189850348,337.5574025258519,136.82105101189657,1.0,1.3193913525938408,0.9416159551728616,0.7630388940938743,0.30928008887283587,53.53926799896787,1183.2182897469283,2.6746312435290087,0.373883316595286
0012_R.jpg,429.2936058224022,577.4322471078317,344.814442852964,263.60955976595386,159.02829936838285,1.0,1.3450753500081576,0.8032135540253376,0.6140542421100224,0.37044180768481444,63.225075111354464,1083.4291597763793,2.523748653793347,0.3962359716356617
0013_L.jpg,423.65670064333926,595.5249784853696,321.1385993617086,336.4654514210932,113.17243480636087,1.0,1.4056781766487858,0.7580160985865374,0.7941936263728562,0.267132408467762,56.184429189396205,1184.5430611838099,2.795997465365318,0.3576541153514038
0013_R.jpg,463.29796028042256,618.0784739820665,332.66199061509866,302.1009764962702,113.86395390991831,1.0,1.3340841682272013,0.7180303371371347,0.6520662778515496,0.24576830392475574,64.71860669061253,1153.7123044356554,2.490216671226747,0.4015714823350586
0014_L.jpg,508.6944072820145,653.4110497994352,325.41972896553153,403.27162062312294,120.07081243999309,1.0,1.2844864037146597,0.6397155626386167,0.7927581173495263,0.23603721747510226,64.82730066050013,1236.8519003243368,2.4314242158330632,0.41128158282218
0014_R.jpg,471.525184905324,647.6696688899365,393.55939831237674,378.3437590340298,137.17871555019022,1.0,1.3735632573262866,0.8346519144919019,0.8023829291536065,0.290925532594264,57.45543907595817,1237.1826583539223,2.6237891378004172,0.3811281880823407
0015_L.jpg,404.4749683231337,660.4619595404416,431.4313386855433,405.73143826920784,184.1140950606444,1.0,1.6328871036904336,1.066645336481921,1.003106422014898,0.45519280420230174,47.80075224580132,1326.4941353405127,3.279545680762081,0.30492028388750053
0015_R.jpg,374.0053475553525,615.3738700984954,368.2281901212888,350.56097900365353,162.28986413205232,1.0,1.645361153579283,0.9845532758506649,0.9373154188705036,0.4339239136361106,51.85760016958467,1174.7789637439705,3.1410753119515333,0.3183623124842255
0016_R.jpg,448.63570967991393,594.9327693109533,292.31831964486935,401.9564653043909,92.69843580125827,1.0,1.3260932120972209,0.6515716723785282,0.8959529003858675,0.2066229544397957,61.420883119634276,1126.4654989446158,2.510869007169113,0.3982684867847619
0017_L.jpg,565.795899596312,654.6036969037068,412.3117752381079,354.400902933387,129.98846102635417,1.0,1.1569608358257069,0.728728814634901,0.626375877213404,0.229744438089953,69.88576994886478,1175.8288532576735,2.078185533151817,0.48118899109233065
0017_R.jpg,493.0395521659495,581.5917812349139,293.4655005277452,303.1517771678075,88.83692925805124,1.0,1.1796047166600523,0.5952169541744375,0.6148629979806799,0.18018215550412903,69.8460394209723,1064.0862379293135,2.158216786573663,0.4633454832809348
0018_L.jpg,411.82156330138906,581.936422644261,365.2177432710519,334.7416914577567,142.13022197970423,1.0,1.4130790480691136,0.8868349203069038,0.8128318701290977,0.34512574047922573,60.0963696009363,1097.6812684550798,2.665429317628394,0.375174082984037
0018_R.jpg,381.25713108084943,556.8213357981176,310.6976021793538,299.7365509910328,145.91093173576817,1.0,1.4604876614885873,0.8149292874825395,0.7861795270328219,0.38271003960533473,59.400267063660195,1075.6278144116066,2.8212660871738784,0.3544507923397332
0019_L.jpg,448.19750110860724,634.6794466500393,367.6098475285993,443.1986010808247,163.59095329510126,1.0,1.4160709175757848,0.82019611135565,0.9888466579679318,0.3649974685054299,54.97024658166914,1266.1991645436146,2.825091977112093,0.3539707762089342
0019_R.jpg,400.0049999687504,599.2003004004588,370.48751665879377,390.4663877979768,148.03040228277433,1.0,1.497982026342846,0.9262072141291668,0.9761537676491074,0.3700713798435993,54.304745819583445,1179.5281161737264,2.948783430871801,0.33912290388323035
0020_L.jpg,412.16744170300495,603.918040796928,370.06080581439585,376.3787985527346,118.51160280748886,1.0,1.465225002493265,0.8978409461100767,0.9131696501732456,0.28753266468069216,51.76084536827566,1245.3959911083043,3.0215777984853496,0.33095292151712197
0020_R.jpg,436.58905162635494,587.9863944004147,369.8175225702536,324.7768464653846,165.55663683464942,1.0,1.3467731089684536,0.8470609173377845,0.7438959938540504,0.37920473776868185,57.76556578105861,1179.344525595493,2.701269125284454,0.37019636090302416
0021_L.jpg,445.5490994267635,599.503961621606,265.9567634033773,312.4243908532111,65.92419889539804,1.0,1.3455396103211035,0.5969190909499157,0.7012120353405975,0.14796169261752537,63.926867480875835,1098.5401577817333,2.4655872028360015,0.4055828967840871
0021_R.jpg,434.83560111839967,584.1035867035914,337.33662712489433,359.21302871694394,97.20082304178294,1.0,1.3432745276634976,0.7757796883632863,0.8260892801625395,0.22353464801819783,61.939658144922696,1102.308802430193,2.5350012731134446,0.3944771194421601
